0.57611,0.77006,0.86472,0.029012,0.028741,0.073999
0.61455,0.63097,0.95579,0.02432,0.00086625,0.086979
1.5993,0.27703,0.17699,0.024233,0.0064233,0.59925
0.88721,1.0057,0.96338,0.02604,0.0033437,0.28457
1.4093,0.66305,0.68236,0.025243,0.014839,0.50578
1.2414,0.70511,0.14754,0.027086,0.0011779,0.24144
0.56351,0.47894,0.3285,0.025738,0.038855,0.00033717
1.5575,0.81688,0.59688,0.023771,0.024669,0.62617
0.92151,0.47833,1.0075,0.025554,0.03098,0.22287
0.98258,0.35721,1.0149,0.021972,0.046444,0.22924
1.2667,0.36955,0.20761,0.028134,0.025274,0.26712
1.4918,0.95974,1.0206,0.027307,0.04427,0.74908
1.2558,0.79422,1.0072,0.025179,0.01469,0.51923
0.99829,0.74367,0.53538,0.029572,0.034039,0.17948
1.5354,0.19498,0.85028,0.02327,0.041462,0.56494
1.0897,0.12546,0.19189,0.020515,0.049319,0.09612
0.75481,0.38171,0.47176,0.028255,0.043292,0.022901
0.47297,0.43135,0.96574,0.022971,0.044496,0.025034
0.82014,0.32976,0.84221,0.026075,0.028253,0.097567
0.95056,0.98548,1.0095,0.027231,0.013143,0.33903
1.0923,1.0341,0.70574,0.027838,0.028921,0.33441
1.3492,0.32589,0.085712,0.021655,0.041158,0.35307
1.2156,0.80757,0.89913,0.023067,0.0098165,0.45431
0.60706,0.24745,0.98399,0.0239,0.0089012,0.029383
1.5801,0.35934,0.72874,0.029823,0.0087229,0.61299
1.437,0.16856,0.80774,0.022889,0.029608,0.46383
0.57725,0.5847,0.79313,0.022231,0.018975,0.043694
0.77093,0.40171,0.44223,0.02161,0.0098588,0.022551
1.3015,0.77308,0.70548,0.025989,0.047613,0.45595
1.3141,0.94454,0.22119,0.02238,0.0021089,0.31606
1.2907,0.75285,0.75605,0.027091,0.033225,0.45595
1.5239,0.16479,0.081833,0.023527,0.049802,0.52617
1.3239,0.18688,0.32692,0.028979,0.04891,0.32721
1.5003,0.64705,0.096171,0.023663,0.032292,0.50029
1.556,0.86236,0.14713,0.029069,0.0233,0.55601
1.0031,0.5456,0.87346,0.028217,0.038948,0.25388
0.73388,0.86702,0.74483,0.024617,0.048571,0.12592
0.60594,0.30205,0.3671,0.022389,0.019806,0.00031873
0.92539,0.37791,1.0002,0.022185,0.047806,0.19876
0.63564,0.17148,0.48874,0.023327,0.036261,0.00070637
0.54164,0.80402,0.43156,0.024171,0.021953,0.0065668
1.5549,0.2103,0.81552,0.027461,0.018182,0.57864
1.5412,0.90924,0.8452,0.021306,0.013192,0.70712
0.54601,0.90378,0.23687,0.025801,0.046377,0.0002284
1.1468,0.55005,0.53976,0.026833,0.01881,0.24845
1.0573,0.13225,0.49559,0.022711,0.00757,0.1046
0.49204,0.33212,0.69631,0.026352,0.045093,0.0044081
1.3932,0.46311,0.75936,0.027334,0.047626,0.48825
0.64579,0.70922,0.80469,0.028376,0.031037,0.081529
0.54151,0.85919,0.32603,0.024544,0.0031059,0.0014514
0.6052,0.44123,0.7297,0.025052,0.012494,0.02791
1.0055,0.40138,0.7051,0.021619,0.010649,0.17718
1.1913,0.96205,0.21261,0.021096,0.016881,0.21178
0.92952,0.35226,0.169,0.022899,0.029193,0.013513
0.97146,0.57076,0.54836,0.028766,0.046807,0.14961
0.42298,0.39379,1.0097,0.027681,0.038415,0.015993
1.4121,0.81838,0.39039,0.021129,0.0083236,0.43819
0.65184,0.42188,0.63527,0.029636,0.014235,0.024559
0.82016,0.46523,0.80127,0.029533,0.029319,0.11701
0.62157,0.34965,0.3051,0.025194,0.036562,0.00019357
1.4223,0.20955,0.55596,0.0217,0.0069827,0.43082
1.384,0.12623,0.74908,0.025994,0.025046,0.39983
1.263,0.51018,0.9409,0.021644,0.034553,0.4453
0.59046,0.46199,1.0093,0.020809,0.0078388,0.063439
0.58182,0.28409,0.59722,0.020734,0.00062916,0.0041564
0.70302,0.82346,0.18862,0.025558,0.045789,0.001306
1.551,0.44762,0.19929,0.029712,0.043804,0.55115
1.0329,0.21696,0.30751,0.021601,0.02353,0.075827
1.0848,0.56432,0.89072,0.029126,0.027079,0.31299
0.93198,0.79435,0.86428,0.024236,0.010167,0.24968
