1.377668424;0.617678217;0.93445995;0.023252016;0.021811222;2.351451825;-0.599857571;0.715520833;0.14406109;0.105816644;0.021826094;0.225545477;4.59E-05;0.164559082;;;1.377668424,0.617678217,0.93445995,0.023252016,0.021811222,2.351451825,-0.599857571,0.715520833,0.14406109,0.105816644,0.021826094,0.225545477,4.59E-05,0.164559082
1.486950324;0.973189765;0.998315832;0.015907902;7.46E-05;2.392277437;-0.838640343;0.379714001;0.132436412;0.043551174;0.004220063;0.015263573;0.005087991;0.457641421;;;1.486950324,0.973189765,0.998315832,0.015907902,7.46E-05,2.392277437,-0.838640343,0.379714001,0.132436412,0.043551174,0.004220063,0.015263573,0.005087991,0.457641421
0.55238418;0.935552058;0.977687737;0.017063784;0.010973892;1.591007272;-0.660005075;0.538602659;0.152113498;0.035401002;0.158510538;0;0.293714707;0.006142104;;;0.55238418,0.935552058,0.977687737,0.017063784,0.010973892,1.591007272,-0.660005075,0.538602659,0.152113498,0.035401002,0.158510538,0,0.293714707,0.006142104
1.496051027;0.764996882;0.95597973;0.0229324;0.019404491;1.417995212;-0.651862163;0.494218384;0.046047965;0.068640817;0.00074402;0.286640409;8.76E-06;0.196101806;;;1.496051027,0.764996882,0.95597973,0.0229324,0.019404491,1.417995212,-0.651862163,0.494218384,0.046047965,0.068640817,0.00074402,0.286640409,8.76E-06,0.196101806
1.158831095;0.729113675;0.971096849;0.021817316;0.036217699;1.946910482;-0.719407199;0.472237231;0.096955087;0.078851713;0.041481737;0.068575061;0.000424138;0.142427917;;;1.158831095,0.729113675,0.971096849,0.021817316,0.036217699,1.946910482,-0.719407199,0.472237231,0.096955087,0.078851713,0.041481737,0.068575061,0.000424138,0.142427917
0.517048486;0.605693578;0.935280672;0.019699906;0.038355091;2.468281092;-0.683005777;0.419748074;0.03832224;0.136816449;0.448062426;0;0.011849952;0.002758476;;;0.517048486,0.605693578,0.935280672,0.019699906,0.038355091,2.468281092,-0.683005777,0.419748074,0.03832224,0.136816449,0.448062426,0,0.011849952,0.002758476
0.734197863;0.957187124;0.996596987;0.023977686;0.012034428;1.76911966;-0.785248937;0.490267505;0.062691482;0.089992492;0.095787228;0;0.196938761;0.021509195;;;0.734197863,0.957187124,0.996596987,0.023977686,0.012034428,1.76911966,-0.785248937,0.490267505,0.062691482,0.089992492,0.095787228,0,0.196938761,0.021509195
1.056257823;0.552455694;0.938071354;0.019085299;0.001773938;2.58997296;-0.839897376;0.727440378;0.100938331;0.020691865;0.073025159;0.072562857;3.64E-06;0.039644157;;;1.056257823,0.552455694,0.938071354,0.019085299,0.001773938,2.58997296,-0.839897376,0.727440378,0.100938331,0.020691865,0.073025159,0.072562857,3.64E-06,0.039644157
1.549008203;0.632010899;0.999518874;0.021585484;0.047614968;1.583007941;-0.56353981;0.356975472;0.106685178;0.063042715;0.003380529;0.402965565;1.25E-06;0.162839659;;;1.549008203,0.632010899,0.999518874,0.021585484,0.047614968,1.583007941,-0.56353981,0.356975472,0.106685178,0.063042715,0.003380529,0.402965565,1.25E-06,0.162839659
1.557866242;0.692586854;0.986938393;0.024584194;0.02652421;1.645980506;-0.642327082;0.489609298;0.102289018;0.14919429;0.008179869;0.267953723;3.68E-05;0.286623469;;;1.557866242,0.692586854,0.986938393,0.024584194,0.02652421,1.645980506,-0.642327082,0.489609298,0.102289018,0.14919429,0.008179869,0.267953723,3.68E-05,0.286623469
